date,store_id,sku,qty_sold,price_inr,revenue_inr,shelf_sensor_stock,customer_sentiment
2026-06-23,HYDERABAD_STORE_004,SKU_010_Surf_Excel_Matic_2kg,10,390.0,3900.0,55,0.23
2026-06-23,CHENNAI_STORE_005,SKU_001_Aashirvaad_Atta_5kg,21,265.0,5565.0,50,0.26
2026-06-23,CHENNAI_STORE_005,SKU_002_IndiaGate_Basmati_5kg,8,480.0,3840.0,15,0.49
2026-06-23,CHENNAI_STORE_005,SKU_003_Fortune_Sunflower_Oil_1L,11,145.0,1595.0,15,0.37
2026-06-23,CHENNAI_STORE_005,SKU_004_Amul_Butter_500g,26,275.0,7150.0,52,0.2
2026-06-23,CHENNAI_STORE_005,SKU_005_Tata_Tea_Gold_500g,12,320.0,3840.0,37,0.22
2026-06-23,CHENNAI_STORE_005,SKU_006_Tata_Salt_1kg,38,28.0,1064.0,49,0.35
2026-06-23,CHENNAI_STORE_005,SKU_007_Toor_Dal_Premium_1kg,11,165.0,1815.0,22,0.46
2026-06-23,CHENNAI_STORE_005,SKU_008_Maggi_Noodles_12Pack,27,168.0,4536.0,58,0.36
2026-06-23,CHENNAI_STORE_005,SKU_009_Cadbury_Dairy_Milk_Silk,12,95.0,1140.0,26,0.44
2026-06-23,CHENNAI_STORE_005,SKU_010_Surf_Excel_Matic_2kg,10,390.0,3900.0,48,0.24
2026-06-24,MUMBAI_STORE_001,SKU_001_Aashirvaad_Atta_5kg,14,265.0,3710.0,19,0.33
2026-06-24,MUMBAI_STORE_001,SKU_002_IndiaGate_Basmati_5kg,6,480.0,2880.0,47,0.23
2026-06-24,MUMBAI_STORE_001,SKU_003_Fortune_Sunflower_Oil_1L,24,145.0,3480.0,50,0.27
2026-06-24,MUMBAI_STORE_001,SKU_004_Amul_Butter_500g,20,275.0,5500.0,47,0.46
2026-06-24,MUMBAI_STORE_001,SKU_005_Tata_Tea_Gold_500g,13,320.0,4160.0,34,0.25
2026-06-24,MUMBAI_STORE_001,SKU_006_Tata_Salt_1kg,39,28.0,1092.0,19,0.35
2026-06-24,MUMBAI_STORE_001,SKU_007_Toor_Dal_Premium_1kg,16,165.0,2640.0,53,0.35
2026-06-24,MUMBAI_STORE_001,SKU_008_Maggi_Noodles_12Pack,25,168.0,4200.0,53,0.45
2026-06-24,MUMBAI_STORE_001,SKU_009_Cadbury_Dairy_Milk_Silk,19,95.0,1805.0,37,0.37
2026-06-24,MUMBAI_STORE_001,SKU_010_Surf_Excel_Matic_2kg,7,390.0,2730.0,36,0.3
2026-06-24,DELHI_STORE_002,SKU_001_Aashirvaad_Atta_5kg,8,265.0,2120.0,57,0.29
2026-06-24,DELHI_STORE_002,SKU_002_IndiaGate_Basmati_5kg,4,480.0,1920.0,39,0.37
2026-06-24,DELHI_STORE_002,SKU_003_Fortune_Sunflower_Oil_1L,20,145.0,2900.0,58,0.31
2026-06-24,DELHI_STORE_002,SKU_004_Amul_Butter_500g,15,275.0,4125.0,35,0.43
2026-06-24,DELHI_STORE_002,SKU_005_Tata_Tea_Gold_500g,9,320.0,2880.0,15,0.33
2026-06-24,DELHI_STORE_002,SKU_006_Tata_Salt_1kg,40,28.0,1120.0,40,0.26
2026-06-24,DELHI_STORE_002,SKU_007_Toor_Dal_Premium_1kg,19,165.0,3135.0,53,0.26
2026-06-24,DELHI_STORE_002,SKU_008_Maggi_Noodles_12Pack,32,168.0,5376.0,47,0.3
2026-06-24,DELHI_STORE_002,SKU_009_Cadbury_Dairy_Milk_Silk,27,95.0,2565.0,23,0.35
2026-06-24,DELHI_STORE_002,SKU_010_Surf_Excel_Matic_2kg,5,390.0,1950.0,57,0.49
2026-06-24,BENGALURU_STORE_003,SKU_001_Aashirvaad_Atta_5kg,13,265.0,3445.0,39,0.28
2026-06-24,BENGALURU_STORE_003,SKU_002_IndiaGate_Basmati_5kg,7,480.0,3360.0,59,0.44
2026-06-24,BENGALURU_STORE_003,SKU_003_Fortune_Sunflower_Oil_1L,26,145.0,3770.0,28,0.25
2026-06-24,BENGALURU_STORE_003,SKU_004_Amul_Butter_500g,15,275.0,4125.0,49,0.36
2026-06-24,BENGALURU_STORE_003,SKU_005_Tata_Tea_Gold_500g,6,320.0,1920.0,19,0.32
2026-06-24,BENGALURU_STORE_003,SKU_006_Tata_Salt_1kg,46,28.0,1288.0,51,0.34
2026-06-24,BENGALURU_STORE_003,SKU_007_Toor_Dal_Premium_1kg,14,165.0,2310.0,54,0.43
2026-06-24,BENGALURU_STORE_003,SKU_008_Maggi_Noodles_12Pack,19,168.0,3192.0,36,0.39
2026-06-24,BENGALURU_STORE_003,SKU_009_Cadbury_Dairy_Milk_Silk,29,95.0,2755.0,39,0.22
2026-06-24,BENGALURU_STORE_003,SKU_010_Surf_Excel_Matic_2kg,4,390.0,1560.0,16,0.42
2026-06-24,HYDERABAD_STORE_004,SKU_001_Aashirvaad_Atta_5kg,17,265.0,4505.0,52,0.25
2026-06-24,HYDERABAD_STORE_004,SKU_002_IndiaGate_Basmati_5kg,7,480.0,3360.0,21,0.22
2026-06-24,HYDERABAD_STORE_004,SKU_003_Fortune_Sunflower_Oil_1L,24,145.0,3480.0,52,0.35
2026-06-24,HYDERABAD_STORE_004,SKU_004_Amul_Butter_500g,18,275.0,4950.0,22,0.26
2026-06-24,HYDERABAD_STORE_004,SKU_005_Tata_Tea_Gold_500g,10,320.0,3200.0,24,0.23
2026-06-24,HYDERABAD_STORE_004,SKU_006_Tata_Salt_1kg,53,28.0,1484.0,51,0.44
2026-06-24,HYDERABAD_STORE_004,SKU_007_Toor_Dal_Premium_1kg,13,165.0,2145.0,21,0.41
2026-06-24,HYDERABAD_STORE_004,SKU_008_Maggi_Noodles_12Pack,27,168.0,4536.0,57,0.41
2026-06-24,HYDERABAD_STORE_004,SKU_009_Cadbury_Dairy_Milk_Silk,15,95.0,1425.0,52,0.26
2026-06-24,HYDERABAD_STORE_004,SKU_010_Surf_Excel_Matic_2kg,9,390.0,3510.0,44,0.23
2026-06-24,CHENNAI_STORE_005,SKU_001_Aashirvaad_Atta_5kg,22,265.0,5830.0,30,0.32
2026-06-24,CHENNAI_STORE_005,SKU_002_IndiaGate_Basmati_5kg,6,480.0,2880.0,21,0.31
2026-06-24,CHENNAI_STORE_005,SKU_003_Fortune_Sunflower_Oil_1L,20,145.0,2900.0,50,0.41
2026-06-24,CHENNAI_STORE_005,SKU_004_Amul_Butter_500g,14,275.0,3850.0,19,0.39
2026-06-24,CHENNAI_STORE_005,SKU_005_Tata_Tea_Gold_500g,15,320.0,4800.0,41,0.47
2026-06-24,CHENNAI_STORE_005,SKU_006_Tata_Salt_1kg,36,28.0,1008.0,32,0.45
2026-06-24,CHENNAI_STORE_005,SKU_007_Toor_Dal_Premium_1kg,18,165.0,2970.0,54,0.47
2026-06-24,CHENNAI_STORE_005,SKU_008_Maggi_Noodles_12Pack,34,168.0,5712.0,39,0.42
2026-06-24,CHENNAI_STORE_005,SKU_009_Cadbury_Dairy_Milk_Silk,24,95.0,2280.0,22,0.44
2026-06-24,CHENNAI_STORE_005,SKU_010_Surf_Excel_Matic_2kg,12,390.0,4680.0,35,0.25
2026-06-25,MUMBAI_STORE_001,SKU_001_Aashirvaad_Atta_5kg,12,265.0,3180.0,33,0.36
2026-06-25,MUMBAI_STORE_001,SKU_002_IndiaGate_Basmati_5kg,11,480.0,5280.0,28,0.39
2026-06-25,MUMBAI_STORE_001,SKU_003_Fortune_Sunflower_Oil_1L,20,145.0,2900.0,17,0.36
2026-06-25,MUMBAI_STORE_001,SKU_004_Amul_Butter_500g,19,275.0,5225.0,26,0.31
2026-06-25,MUMBAI_STORE_001,SKU_005_Tata_Tea_Gold_500g,16,320.0,5120.0,52,0.37
2026-06-25,MUMBAI_STORE_001,SKU_006_Tata_Salt_1kg,40,28.0,1120.0,24,0.37
2026-06-25,MUMBAI_STORE_001,SKU_007_Toor_Dal_Premium_1kg,21,165.0,3465.0,58,0.34
2026-06-25,MUMBAI_STORE_001,SKU_008_Maggi_Noodles_12Pack,19,168.0,3192.0,57,0.3
2026-06-25,MUMBAI_STORE_001,SKU_009_Cadbury_Dairy_Milk_Silk,18,95.0,1710.0,47,0.29
2026-06-25,MUMBAI_STORE_001,SKU_010_Surf_Excel_Matic_2kg,13,390.0,5070.0,36,0.43
2026-06-25,DELHI_STORE_002,SKU_001_Aashirvaad_Atta_5kg,13,265.0,3445.0,31,0.31
2026-06-25,DELHI_STORE_002,SKU_002_IndiaGate_Basmati_5kg,11,480.0,5280.0,42,0.35
2026-06-25,DELHI_STORE_002,SKU_003_Fortune_Sunflower_Oil_1L,23,145.0,3335.0,18,0.26
2026-06-25,DELHI_STORE_002,SKU_004_Amul_Butter_500g,27,275.0,7425.0,36,0.22
2026-06-25,DELHI_STORE_002,SKU_005_Tata_Tea_Gold_500g,12,320.0,3840.0,25,0.42
2026-06-25,DELHI_STORE_002,SKU_006_Tata_Salt_1kg,28,28.0,784.0,35,0.29
2026-06-25,DELHI_STORE_002,SKU_007_Toor_Dal_Premium_1kg,13,165.0,2145.0,44,0.45
2026-06-25,DELHI_STORE_002,SKU_008_Maggi_Noodles_12Pack,24,168.0,4032.0,27,0.49
2026-06-25,DELHI_STORE_002,SKU_009_Cadbury_Dairy_Milk_Silk,21,95.0,1995.0,15,0.36
2026-06-25,DELHI_STORE_002,SKU_010_Surf_Excel_Matic_2kg,10,390.0,3900.0,57,0.4
2026-06-25,BENGALURU_STORE_003,SKU_001_Aashirvaad_Atta_5kg,7,265.0,1855.0,25,0.34
2026-06-25,BENGALURU_STORE_003,SKU_002_IndiaGate_Basmati_5kg,10,480.0,4800.0,16,0.42
2026-06-25,BENGALURU_STORE_003,SKU_003_Fortune_Sunflower_Oil_1L,29,145.0,4205.0,38,0.21
2026-06-25,BENGALURU_STORE_003,SKU_004_Amul_Butter_500g,15,275.0,4125.0,43,0.37
2026-06-25,BENGALURU_STORE_003,SKU_005_Tata_Tea_Gold_500g,15,320.0,4800.0,40,0.23
2026-06-25,BENGALURU_STORE_003,SKU_006_Tata_Salt_1kg,33,28.0,924.0,46,0.5
2026-06-25,BENGALURU_STORE_003,SKU_007_Toor_Dal_Premium_1kg,13,165.0,2145.0,29,0.33
2026-06-25,BENGALURU_STORE_003,SKU_008_Maggi_Noodles_12Pack,31,168.0,5208.0,54,0.26
2026-06-25,BENGALURU_STORE_003,SKU_009_Cadbury_Dairy_Milk_Silk,26,95.0,2470.0,54,0.3
2026-06-25,BENGALURU_STORE_003,SKU_010_Surf_Excel_Matic_2kg,8,390.0,3120.0,57,0.21
2026-06-25,HYDERABAD_STORE_004,SKU_001_Aashirvaad_Atta_5kg,12,265.0,3180.0,32,0.26
2026-06-25,HYDERABAD_STORE_004,SKU_002_IndiaGate_Basmati_5kg,9,480.0,4320.0,22,0.48
2026-06-25,HYDERABAD_STORE_004,SKU_003_Fortune_Sunflower_Oil_1L,26,145.0,3770.0,41,0.42
2026-06-25,HYDERABAD_STORE_004,SKU_004_Amul_Butter_500g,18,275.0,4950.0,40,0.37
2026-06-25,HYDERABAD_STORE_004,SKU_005_Tata_Tea_Gold_500g,7,320.0,2240.0,38,0.28
2026-06-25,HYDERABAD_STORE_004,SKU_006_Tata_Salt_1kg,35,28.0,980.0,39,0.45
2026-06-25,HYDERABAD_STORE_004,SKU_007_Toor_Dal_Premium_1kg,14,165.0,2310.0,23,0.38
2026-06-25,HYDERABAD_STORE_004,SKU_008_Maggi_Noodles_12Pack,24,168.0,4032.0,30,0.28
2026-06-25,HYDERABAD_STORE_004,SKU_009_Cadbury_Dairy_Milk_Silk,17,95.0,1615.0,17,0.36
2026-06-25,HYDERABAD_STORE_004,SKU_010_Surf_Excel_Matic_2kg,13,390.0,5070.0,58,0.41
2026-06-25,CHENNAI_STORE_005,SKU_001_Aashirvaad_Atta_5kg,21,265.0,5565.0,20,0.36
2026-06-25,CHENNAI_STORE_005,SKU_002_IndiaGate_Basmati_5kg,4,480.0,1920.0,23,0.35
2026-06-25,CHENNAI_STORE_005,SKU_003_Fortune_Sunflower_Oil_1L,32,145.0,4640.0,34,0.41
2026-06-25,CHENNAI_STORE_005,SKU_004_Amul_Butter_500g,19,275.0,5225.0,33,0.27
2026-06-25,CHENNAI_STORE_005,SKU_005_Tata_Tea_Gold_500g,21,320.0,6720.0,31,0.21
2026-06-25,CHENNAI_STORE_005,SKU_006_Tata_Salt_1kg,30,28.0,840.0,24,0.22
2026-06-25,CHENNAI_STORE_005,SKU_007_Toor_Dal_Premium_1kg,16,165.0,2640.0,18,0.44
2026-06-25,CHENNAI_STORE_005,SKU_008_Maggi_Noodles_12Pack,31,168.0,5208.0,17,0.43
2026-06-25,CHENNAI_STORE_005,SKU_009_Cadbury_Dairy_Milk_Silk,25,95.0,2375.0,37,0.27
2026-06-25,CHENNAI_STORE_005,SKU_010_Surf_Excel_Matic_2kg,7,390.0,2730.0,50,0.26
2026-06-26,MUMBAI_STORE_001,SKU_001_Aashirvaad_Atta_5kg,12,265.0,3180.0,39,0.47
2026-06-26,MUMBAI_STORE_001,SKU_002_IndiaGate_Basmati_5kg,3,480.0,1440.0,45,0.47
2026-06-26,MUMBAI_STORE_001,SKU_003_Fortune_Sunflower_Oil_1L,21,145.0,3045.0,23,0.44
2026-06-26,MUMBAI_STORE_001,SKU_004_Amul_Butter_500g,30,275.0,8250.0,37,0.23
2026-06-26,MUMBAI_STORE_001,SKU_005_Tata_Tea_Gold_500g,13,320.0,4160.0,21,0.33
2026-06-26,MUMBAI_STORE_001,SKU_006_Tata_Salt_1kg,32,28.0,896.0,41,0.2
2026-06-26,MUMBAI_STORE_001,SKU_007_Toor_Dal_Premium_1kg,19,165.0,3135.0,31,0.22
2026-06-26,MUMBAI_STORE_001,SKU_008_Maggi_Noodles_12Pack,21,168.0,3528.0,23,0.37
2026-06-26,MUMBAI_STORE_001,SKU_009_Cadbury_Dairy_Milk_Silk,15,95.0,1425.0,46,0.37
2026-06-26,MUMBAI_STORE_001,SKU_010_Surf_Excel_Matic_2kg,9,390.0,3510.0,40,0.2
2026-06-26,DELHI_STORE_002,SKU_001_Aashirvaad_Atta_5kg,20,265.0,5300.0,31,0.37
2026-06-26,DELHI_STORE_002,SKU_002_IndiaGate_Basmati_5kg,8,480.0,3840.0,50,0.34
2026-06-26,DELHI_STORE_002,SKU_003_Fortune_Sunflower_Oil_1L,19,145.0,2755.0,53,0.42
2026-06-26,DELHI_STORE_002,SKU_004_Amul_Butter_500g,15,275.0,4125.0,26,0.48
2026-06-26,DELHI_STORE_002,SKU_005_Tata_Tea_Gold_500g,13,320.0,4160.0,41,0.31
2026-06-26,DELHI_STORE_002,SKU_006_Tata_Salt_1kg,41,28.0,1148.0,20,0.24
2026-06-26,DELHI_STORE_002,SKU_007_Toor_Dal_Premium_1kg,16,165.0,2640.0,28,0.46
2026-06-26,DELHI_STORE_002,SKU_008_Maggi_Noodles_12Pack,29,168.0,4872.0,16,0.23
2026-06-26,DELHI_STORE_002,SKU_009_Cadbury_Dairy_Milk_Silk,23,95.0,2185.0,31,0.35
2026-06-26,DELHI_STORE_002,SKU_010_Surf_Excel_Matic_2kg,12,390.0,4680.0,33,0.35
2026-06-26,BENGALURU_STORE_003,SKU_001_Aashirvaad_Atta_5kg,14,265.0,3710.0,22,0.44
2026-06-26,BENGALURU_STORE_003,SKU_002_IndiaGate_Basmati_5kg,11,480.0,5280.0,35,0.43
2026-06-26,BENGALURU_STORE_003,SKU_003_Fortune_Sunflower_Oil_1L,26,145.0,3770.0,55,0.28
2026-06-26,BENGALURU_STORE_003,SKU_004_Amul_Butter_500g,17,275.0,4675.0,55,0.41
2026-06-26,BENGALURU_STORE_003,SKU_005_Tata_Tea_Gold_500g,16,320.0,5120.0,53,0.3
2026-06-26,BENGALURU_STORE_003,SKU_006_Tata_Salt_1kg,29,28.0,812.0,33,0.28
2026-06-26,BENGALURU_STORE_003,SKU_007_Toor_Dal_Premium_1kg,14,165.0,2310.0,28,0.37
2026-06-26,BENGALURU_STORE_003,SKU_008_Maggi_Noodles_12Pack,24,168.0,4032.0,48,0.47
2026-06-26,BENGALURU_STORE_003,SKU_009_Cadbury_Dairy_Milk_Silk,24,95.0,2280.0,48,0.25
2026-06-26,BENGALURU_STORE_003,SKU_010_Surf_Excel_Matic_2kg,6,390.0,2340.0,51,0.27
2026-06-26,HYDERABAD_STORE_004,SKU_001_Aashirvaad_Atta_5kg,7,265.0,1855.0,53,0.39
2026-06-26,HYDERABAD_STORE_004,SKU_002_IndiaGate_Basmati_5kg,8,480.0,3840.0,31,0.31
2026-06-26,HYDERABAD_STORE_004,SKU_003_Fortune_Sunflower_Oil_1L,23,145.0,3335.0,50,0.27
2026-06-26,HYDERABAD_STORE_004,SKU_004_Amul_Butter_500g,20,275.0,5500.0,40,0.42
2026-06-26,HYDERABAD_STORE_004,SKU_005_Tata_Tea_Gold_500g,14,320.0,4480.0,51,0.29
2026-06-26,HYDERABAD_STORE_004,SKU_006_Tata_Salt_1kg,36,28.0,1008.0,32,0.29
2026-06-26,HYDERABAD_STORE_004,SKU_007_Toor_Dal_Premium_1kg,15,165.0,2475.0,56,0.36
2026-06-26,HYDERABAD_STORE_004,SKU_008_Maggi_Noodles_12Pack,27,168.0,4536.0,19,0.27
2026-06-26,HYDERABAD_STORE_004,SKU_009_Cadbury_Dairy_Milk_Silk,26,95.0,2470.0,19,0.33
2026-06-26,HYDERABAD_STORE_004,SKU_010_Surf_Excel_Matic_2kg,7,390.0,2730.0,49,0.22
2026-06-26,CHENNAI_STORE_005,SKU_001_Aashirvaad_Atta_5kg,18,265.0,4770.0,41,0.23
2026-06-26,CHENNAI_STORE_005,SKU_002_IndiaGate_Basmati_5kg,8,480.0,3840.0,40,0.48
2026-06-26,CHENNAI_STORE_005,SKU_003_Fortune_Sunflower_Oil_1L,31,145.0,4495.0,20,0.37
2026-06-26,CHENNAI_STORE_005,SKU_004_Amul_Butter_500g,23,275.0,6325.0,59,0.4
2026-06-26,CHENNAI_STORE_005,SKU_005_Tata_Tea_Gold_500g,11,320.0,3520.0,40,0.29
2026-06-26,CHENNAI_STORE_005,SKU_006_Tata_Salt_1kg,25,28.0,700.0,35,0.45
2026-06-26,CHENNAI_STORE_005,SKU_007_Toor_Dal_Premium_1kg,13,165.0,2145.0,22,0.25
2026-06-26,CHENNAI_STORE_005,SKU_008_Maggi_Noodles_12Pack,22,168.0,3696.0,55,0.49
2026-06-26,CHENNAI_STORE_005,SKU_009_Cadbury_Dairy_Milk_Silk,18,95.0,1710.0,54,0.39
2026-06-26,CHENNAI_STORE_005,SKU_010_Surf_Excel_Matic_2kg,6,390.0,2340.0,27,0.42
2026-06-27,MUMBAI_STORE_001,SKU_001_Aashirvaad_Atta_5kg,10,265.0,2650.0,36,0.35
2026-06-27,MUMBAI_STORE_001,SKU_002_IndiaGate_Basmati_5kg,9,480.0,4320.0,54,0.48
2026-06-27,MUMBAI_STORE_001,SKU_003_Fortune_Sunflower_Oil_1L,36,145.0,5220.0,39,0.45
2026-06-27,MUMBAI_STORE_001,SKU_004_Amul_Butter_500g,23,275.0,6325.0,29,0.34
2026-06-27,MUMBAI_STORE_001,SKU_005_Tata_Tea_Gold_500g,15,320.0,4800.0,38,0.22
2026-06-27,MUMBAI_STORE_001,SKU_006_Tata_Salt_1kg,40,28.0,1120.0,35,0.33
2026-06-27,MUMBAI_STORE_001,SKU_007_Toor_Dal_Premium_1kg,22,165.0,3630.0,29,0.43
2026-06-27,MUMBAI_STORE_001,SKU_008_Maggi_Noodles_12Pack,23,168.0,3864.0,50,0.34
2026-06-27,MUMBAI_STORE_001,SKU_009_Cadbury_Dairy_Milk_Silk,22,95.0,2090.0,56,0.46
2026-06-27,MUMBAI_STORE_001,SKU_010_Surf_Excel_Matic_2kg,16,390.0,6240.0,38,0.49
2026-06-27,DELHI_STORE_002,SKU_001_Aashirvaad_Atta_5kg,32,265.0,8480.0,51,0.26
2026-06-27,DELHI_STORE_002,SKU_002_IndiaGate_Basmati_5kg,8,480.0,3840.0,33,0.48
2026-06-27,DELHI_STORE_002,SKU_003_Fortune_Sunflower_Oil_1L,22,145.0,3190.0,56,0.47
2026-06-27,DELHI_STORE_002,SKU_004_Amul_Butter_500g,20,275.0,5500.0,42,0.25
2026-06-27,DELHI_STORE_002,SKU_005_Tata_Tea_Gold_500g,12,320.0,3840.0,18,0.47
2026-06-27,DELHI_STORE_002,SKU_006_Tata_Salt_1kg,43,28.0,1204.0,35,0.38
2026-06-27,DELHI_STORE_002,SKU_007_Toor_Dal_Premium_1kg,14,165.0,2310.0,56,0.47
2026-06-27,DELHI_STORE_002,SKU_008_Maggi_Noodles_12Pack,41,168.0,6888.0,29,0.39
2026-06-27,DELHI_STORE_002,SKU_009_Cadbury_Dairy_Milk_Silk,31,95.0,2945.0,55,0.49
2026-06-27,DELHI_STORE_002,SKU_010_Surf_Excel_Matic_2kg,7,390.0,2730.0,28,0.32
2026-06-27,BENGALURU_STORE_003,SKU_001_Aashirvaad_Atta_5kg,15,265.0,3975.0,58,0.35
2026-06-27,BENGALURU_STORE_003,SKU_002_IndiaGate_Basmati_5kg,9,480.0,4320.0,34,0.26
2026-06-27,BENGALURU_STORE_003,SKU_003_Fortune_Sunflower_Oil_1L,25,145.0,3625.0,26,0.43
2026-06-27,BENGALURU_STORE_003,SKU_004_Amul_Butter_500g,21,275.0,5775.0,35,0.48
2026-06-27,BENGALURU_STORE_003,SKU_005_Tata_Tea_Gold_500g,25,320.0,8000.0,31,0.24
2026-06-27,BENGALURU_STORE_003,SKU_006_Tata_Salt_1kg,50,28.0,1400.0,55,0.48
2026-06-27,BENGALURU_STORE_003,SKU_007_Toor_Dal_Premium_1kg,21,165.0,3465.0,55,0.44
2026-06-27,BENGALURU_STORE_003,SKU_008_Maggi_Noodles_12Pack,35,168.0,5880.0,23,0.21
2026-06-27,BENGALURU_STORE_003,SKU_009_Cadbury_Dairy_Milk_Silk,31,95.0,2945.0,17,0.27
2026-06-27,BENGALURU_STORE_003,SKU_010_Surf_Excel_Matic_2kg,14,390.0,5460.0,59,0.26
2026-06-27,HYDERABAD_STORE_004,SKU_001_Aashirvaad_Atta_5kg,16,265.0,4240.0,22,0.31
2026-06-27,HYDERABAD_STORE_004,SKU_002_IndiaGate_Basmati_5kg,16,480.0,7680.0,33,0.48
2026-06-27,HYDERABAD_STORE_004,SKU_003_Fortune_Sunflower_Oil_1L,18,145.0,2610.0,40,0.38
2026-06-27,HYDERABAD_STORE_004,SKU_004_Amul_Butter_500g,28,275.0,7700.0,43,0.3
2026-06-27,HYDERABAD_STORE_004,SKU_005_Tata_Tea_Gold_500g,10,320.0,3200.0,20,0.48
2026-06-27,HYDERABAD_STORE_004,SKU_006_Tata_Salt_1kg,49,28.0,1372.0,49,0.35
2026-06-27,HYDERABAD_STORE_004,SKU_007_Toor_Dal_Premium_1kg,20,165.0,3300.0,54,0.4
2026-06-27,HYDERABAD_STORE_004,SKU_008_Maggi_Noodles_12Pack,41,168.0,6888.0,25,0.46
2026-06-27,HYDERABAD_STORE_004,SKU_009_Cadbury_Dairy_Milk_Silk,29,95.0,2755.0,15,0.45
2026-06-27,HYDERABAD_STORE_004,SKU_010_Surf_Excel_Matic_2kg,12,390.0,4680.0,45,0.41
2026-06-27,CHENNAI_STORE_005,SKU_001_Aashirvaad_Atta_5kg,31,265.0,8215.0,32,0.49
2026-06-27,CHENNAI_STORE_005,SKU_002_IndiaGate_Basmati_5kg,12,480.0,5760.0,20,0.45
2026-06-27,CHENNAI_STORE_005,SKU_003_Fortune_Sunflower_Oil_1L,29,145.0,4205.0,36,0.26
2026-06-27,CHENNAI_STORE_005,SKU_004_Amul_Butter_500g,27,275.0,7425.0,33,0.36
2026-06-27,CHENNAI_STORE_005,SKU_005_Tata_Tea_Gold_500g,16,320.0,5120.0,52,0.43
2026-06-27,CHENNAI_STORE_005,SKU_006_Tata_Salt_1kg,32,28.0,896.0,39,0.48
2026-06-27,CHENNAI_STORE_005,SKU_007_Toor_Dal_Premium_1kg,20,165.0,3300.0,36,0.25
2026-06-27,CHENNAI_STORE_005,SKU_008_Maggi_Noodles_12Pack,31,168.0,5208.0,18,0.48
2026-06-27,CHENNAI_STORE_005,SKU_009_Cadbury_Dairy_Milk_Silk,30,95.0,2850.0,56,0.3
2026-06-27,CHENNAI_STORE_005,SKU_010_Surf_Excel_Matic_2kg,15,390.0,5850.0,23,0.45
2026-06-28,MUMBAI_STORE_001,SKU_001_Aashirvaad_Atta_5kg,24,265.0,6360.0,31,0.36
2026-06-28,MUMBAI_STORE_001,SKU_002_IndiaGate_Basmati_5kg,8,480.0,3840.0,51,0.28
2026-06-28,MUMBAI_STORE_001,SKU_003_Fortune_Sunflower_Oil_1L,25,145.0,3625.0,53,0.27
2026-06-28,MUMBAI_STORE_001,SKU_004_Amul_Butter_500g,17,275.0,4675.0,48,0.37
2026-06-28,MUMBAI_STORE_001,SKU_005_Tata_Tea_Gold_500g,21,320.0,6720.0,37,0.21
2026-06-28,MUMBAI_STORE_001,SKU_006_Tata_Salt_1kg,42,28.0,1176.0,27,0.38
2026-06-28,MUMBAI_STORE_001,SKU_007_Toor_Dal_Premium_1kg,24,165.0,3960.0,52,0.28
2026-06-28,MUMBAI_STORE_001,SKU_008_Maggi_Noodles_12Pack,35,168.0,5880.0,44,0.44
2026-06-28,MUMBAI_STORE_001,SKU_009_Cadbury_Dairy_Milk_Silk,27,95.0,2565.0,21,0.48
2026-06-28,MUMBAI_STORE_001,SKU_010_Surf_Excel_Matic_2kg,13,390.0,5070.0,15,0.26
2026-06-28,DELHI_STORE_002,SKU_001_Aashirvaad_Atta_5kg,20,265.0,5300.0,38,0.48
2026-06-28,DELHI_STORE_002,SKU_002_IndiaGate_Basmati_5kg,11,480.0,5280.0,20,0.44
2026-06-28,DELHI_STORE_002,SKU_003_Fortune_Sunflower_Oil_1L,31,145.0,4495.0,50,0.24
2026-06-28,DELHI_STORE_002,SKU_004_Amul_Butter_500g,27,275.0,7425.0,37,0.25
2026-06-28,DELHI_STORE_002,SKU_005_Tata_Tea_Gold_500g,13,320.0,4160.0,34,0.39
2026-06-28,DELHI_STORE_002,SKU_006_Tata_Salt_1kg,37,28.0,1036.0,23,0.37
2026-06-28,DELHI_STORE_002,SKU_007_Toor_Dal_Premium_1kg,25,165.0,4125.0,48,0.3
2026-06-28,DELHI_STORE_002,SKU_008_Maggi_Noodles_12Pack,41,168.0,6888.0,36,0.39
2026-06-28,DELHI_STORE_002,SKU_009_Cadbury_Dairy_Milk_Silk,31,95.0,2945.0,18,0.23
2026-06-28,DELHI_STORE_002,SKU_010_Surf_Excel_Matic_2kg,9,390.0,3510.0,41,0.45
2026-06-28,BENGALURU_STORE_003,SKU_001_Aashirvaad_Atta_5kg,9,265.0,2385.0,55,0.2
2026-06-28,BENGALURU_STORE_003,SKU_002_IndiaGate_Basmati_5kg,12,480.0,5760.0,18,0.21
2026-06-28,BENGALURU_STORE_003,SKU_003_Fortune_Sunflower_Oil_1L,30,145.0,4350.0,56,0.32
2026-06-28,BENGALURU_STORE_003,SKU_004_Amul_Butter_500g,21,275.0,5775.0,55,0.44
2026-06-28,BENGALURU_STORE_003,SKU_005_Tata_Tea_Gold_500g,11,320.0,3520.0,54,0.32
2026-06-28,BENGALURU_STORE_003,SKU_006_Tata_Salt_1kg,50,28.0,1400.0,27,0.3
2026-06-28,BENGALURU_STORE_003,SKU_007_Toor_Dal_Premium_1kg,33,165.0,5445.0,35,0.4
2026-06-28,BENGALURU_STORE_003,SKU_008_Maggi_Noodles_12Pack,29,168.0,4872.0,48,0.46
2026-06-28,BENGALURU_STORE_003,SKU_009_Cadbury_Dairy_Milk_Silk,31,95.0,2945.0,20,0.48
